750.0000	96.4937
749.0000	96.352
748.0000	96.4108
747.0000	96.3396
746.0000	96.4428
745.0000	96.5142
744.0000	96.6161
743.0000	96.5003
742.0000	96.3511
741.0000	96.1171
740.0000	95.9112
739.0000	96.1178
738.0000	96.2206
737.0000	96.2669
736.0000	96.3674
735.0000	96.3937
734.0000	96.2857
733.0000	96.1989
732.0000	96.3267
731.0000	96.4071
730.0000	96.4833
729.0000	96.3604
728.0000	96.3037
727.0000	96.4423
726.0000	96.4811
725.0000	96.4746
724.0000	96.5772
723.0000	96.5323
722.0000	96.641
721.0000	96.607
720.0000	96.5452
719.0000	96.613
718.0000	96.7318
717.0000	96.6986
716.0000	96.7378
715.0000	96.604
714.0000	96.6362
713.0000	96.6019
712.0000	96.6297
711.0000	96.6695
710.0000	96.7263
709.0000	96.8938
708.0000	96.8714
707.0000	96.8784
706.0000	96.8881
705.0000	97.0731
704.0000	97.1258
703.0000	96.9954
702.0000	96.9348
701.0000	96.801
700.0000	96.9042
699.0000	96.9647
698.0000	96.8823
697.0000	96.9504
696.0000	96.8615
695.0000	96.8665
694.0000	96.9014
693.0000	96.9156
692.0000	96.9966
691.0000	96.9065
690.0000	96.8877
689.0000	96.7608
688.0000	96.7765
687.0000	96.7118
686.0000	96.7217
685.0000	96.653
684.0000	96.6987
683.0000	96.7422
682.0000	96.8139
681.0000	96.7309
680.0000	96.6315
679.0000	96.6552
678.0000	96.8042
677.0000	96.8905
676.0000	96.908
675.0000	96.8883
674.0000	96.9898
673.0000	97.0677
672.0000	97.2156
671.0000	97.223
670.0000	97.2795
669.0000	97.3384
668.0000	97.427
667.0000	97.2584
666.0000	97.2914
665.0000	97.1435
664.0000	97.1913
663.0000	97.2023
662.0000	97.0986
661.0000	97.1731
660.0000	97.1133
659.0000	97.1161
658.0000	97.216
657.0000	97.1491
656.0000	97.2996
655.0000	97.285
654.0000	97.3463
653.0000	97.1441
652.0000	97.1046
651.0000	97.1992
650.0000	97.231
649.0000	97.1665
648.0000	96.9697
647.0000	96.8973
646.0000	96.8964
645.0000	96.8465
644.0000	96.8472
643.0000	96.7919
642.0000	96.7951
641.0000	96.814
640.0000	96.8559
639.0000	96.7001
638.0000	96.6264
637.0000	96.545
636.0000	96.4904
635.0000	96.4187
634.0000	96.3925
633.0000	96.3766
632.0000	96.2901
631.0000	96.236
630.0000	96.2532
629.0000	96.0828
628.0000	96.1373
627.0000	96.0393
626.0000	96.0173
625.0000	95.9542
624.0000	95.8826
623.0000	95.8409
622.0000	95.7428
621.0000	95.632
620.0000	95.5473
619.0000	95.5918
618.0000	95.6123
617.0000	95.5376
616.0000	95.3778
615.0000	95.2926
614.0000	95.299
613.0000	95.2425
612.0000	95.1237
611.0000	95.0535
610.0000	94.9161
609.0000	94.9336
608.0000	94.9666
607.0000	94.915
606.0000	94.7817
605.0000	94.6105
604.0000	94.5699
603.0000	94.542
602.0000	94.5758
601.0000	94.5551
600.0000	94.4957
599.0000	94.3355
598.0000	94.2261
597.0000	94.1655
596.0000	94.1137
595.0000	93.9881
594.0000	93.9037
593.0000	93.7415
592.0000	93.7888
591.0000	93.6693
590.0000	93.5997
589.0000	93.5123
588.0000	93.2682
587.0000	93.2069
586.0000	93.1248
585.0000	93.0714
584.0000	92.8866
583.0000	92.7682
582.0000	92.61
581.0000	92.4143
580.0000	92.2663
579.0000	92.165
578.0000	92.1088
577.0000	92.0351
576.0000	91.8369
575.0000	91.7515
574.0000	91.5897
573.0000	91.4163
572.0000	91.3224
571.0000	91.0554
570.0000	90.8824
569.0000	90.6328
568.0000	90.4517
567.0000	90.3392
566.0000	90.2425
565.0000	90.086
564.0000	89.9171
563.0000	89.6733
562.0000	89.5109
561.0000	89.2503
560.0000	89.0096
559.0000	88.7485
558.0000	88.5127
557.0000	88.3642
556.0000	88.0329
555.0000	87.7879
554.0000	87.4379
553.0000	87.1473
552.0000	86.8409
551.0000	86.3971
550.0000	86.0659
549.0000	85.7102
548.0000	85.3411
547.0000	84.838
546.0000	84.3108
545.0000	83.7373
544.0000	83.2772
543.0000	82.6274
542.0000	81.9976
541.0000	81.2609
540.0000	80.5521
539.0000	79.8164
538.0000	79.0023
537.0000	78.106
536.0000	77.1719
535.0000	76.0929
534.0000	75.017
533.0000	73.8607
532.0000	72.6363
531.0000	71.3754
530.0000	69.9532
529.0000	68.4845
528.0000	66.9061
527.0000	65.2954
526.0000	63.6413
525.0000	61.9246
524.0000	60.1467
523.0000	58.2192
522.0000	56.2939
521.0000	54.3286
520.0000	52.3628
519.0000	50.3496
518.0000	48.2339
517.0000	46.1545
516.0000	44.0991
515.0000	42.0694
514.0000	40.0295
513.0000	38.0161
512.0000	36.0724
511.0000	34.2061
510.0000	32.3776
509.0000	30.5261
508.0000	28.8061
507.0000	27.1511
506.0000	25.6074
505.0000	24.1334
504.0000	22.7154
503.0000	21.41
502.0000	20.1953
501.0000	19.0602
500.0000	17.9864
499.0000	17.0082
498.0000	16.0742
497.0000	15.2691
496.0000	14.5635
495.0000	13.9589
494.0000	13.4544
493.0000	13.0141
492.0000	12.6652
491.0000	12.3885
490.0000	12.1714
489.0000	11.9907
488.0000	11.8422
487.0000	11.7259
486.0000	11.6161
485.0000	11.5476
484.0000	11.4505
483.0000	11.39
482.0000	11.3252
481.0000	11.272
480.0000	11.2342
479.0000	11.1689
478.0000	11.1111
477.0000	11.0524
476.0000	11.0511
475.0000	11.0316
474.0000	11.0024
473.0000	10.9477
472.0000	10.9212
471.0000	10.9401
470.0000	10.9406
469.0000	10.9506
468.0000	10.9332
467.0000	10.9476
466.0000	10.9471
465.0000	10.9622
464.0000	10.9412
463.0000	10.9113
462.0000	10.8838
461.0000	10.8945
460.0000	10.9233
459.0000	10.9461
458.0000	10.9364
457.0000	10.9357
456.0000	10.9275
455.0000	10.919
454.0000	10.9152
453.0000	10.914
452.0000	10.9296
451.0000	10.9184
450.0000	10.9111
449.0000	10.8993
448.0000	10.9024
447.0000	10.8791
446.0000	10.8941
445.0000	10.8746
444.0000	10.8699
443.0000	10.852
442.0000	10.8418
441.0000	10.841
440.0000	10.856
439.0000	10.8608
438.0000	10.8441
437.0000	10.833
436.0000	10.8094
435.0000	10.8181
434.0000	10.8377
433.0000	10.8562
432.0000	10.8223
431.0000	10.8394
430.0000	10.8354
429.0000	10.8263
428.0000	10.8275
427.0000	10.8288
426.0000	10.8513
425.0000	10.8418
424.0000	10.8388
423.0000	10.8567
422.0000	10.859
421.0000	10.8557
420.0000	10.8757
419.0000	10.8492
418.0000	10.8357
417.0000	10.8279
416.0000	10.8316
415.0000	10.844
414.0000	10.8295
413.0000	10.8355
412.0000	10.8327
411.0000	10.8
410.0000	10.8198
409.0000	10.8205
408.0000	10.8173
407.0000	10.8209
406.0000	10.832
405.0000	10.8449
404.0000	10.8563
403.0000	10.8326
402.0000	10.8263
401.0000	10.8253
400.0000	10.8599
399.0000	10.8175
398.0000	10.839
397.0000	10.8371
396.0000	10.8334
395.0000	10.8192
394.0000	10.833
393.0000	10.8074
392.0000	10.7666
391.0000	10.7946
390.0000	10.8188
389.0000	10.8842
388.0000	10.8292
387.0000	10.8744
386.0000	10.8718
385.0000	10.8616
384.0000	10.8233
383.0000	10.806
382.0000	10.8195
381.0000	10.8547
380.0000	10.8929
379.0000	10.891
378.0000	10.8931
377.0000	10.8515
376.0000	10.8429
375.0000	10.8621
374.0000	10.9246
373.0000	10.943
372.0000	10.9273
371.0000	10.8659
370.0000	10.9311
369.0000	10.9518
368.0000	10.9931
367.0000	10.94
366.0000	10.9454
365.0000	10.8962
364.0000	10.9404
363.0000	10.9033
362.0000	10.8768
361.0000	10.8727
360.0000	10.9364
359.0000	10.9506
358.0000	10.9592
357.0000	10.9302
356.0000	10.8814
355.0000	10.9039
354.0000	10.8517
353.0000	10.8915
352.0000	10.9569
351.0000	11.0282
350.0000	10.9925
